name,asciiname,country,lat,lon,timezone,population
Cleveland,Cleveland,US,41.4995,-81.69541,America/New_York,365379
Iseyin,Iseyin,NG,7.97022,3.59626,Africa/Lagos,365300
Etobicoke,Etobicoke,CA,43.64415,-79.56985,America/Toronto,365000
Yenagoa,Yenagoa,NG,4.92675,6.26764,Africa/Lagos,365000
Gboko,Gboko,NG,7.32275,9.00108,Africa/Lagos,365000
Samba,Samba,AO,-8.88001,13.19617,Africa/Luanda,364986
Pyeongtaek,Pyeongtaek,KR,36.99472,127.08889,Asia/Seoul,364694
Petare,Petare,VE,10.47679,-66.80786,America/Caracas,364684
Bến Cát,Ben Cat,VN,11.15,106.6,Asia/Ho_Chi_Minh,364578
Anqiu,Anqiu,CN,36.43417,119.1925,Asia/Shanghai,364208
Alanya,Alanya,TR,36.54375,31.99982,Europe/Istanbul,364180
Larkana,Larkana,PK,27.55898,68.21204,Asia/Karachi,364033
Al Qadarif,Al Qadarif,SD,14.03493,35.38344,Africa/Khartoum,363945
Cibinong,Cibinong,ID,-6.48167,106.85417,Asia/Jakarta,363424
Nawabshah,Nawabshah,PK,26.23939,68.40369,Asia/Karachi,363138
New Orleans,New Orleans,US,29.95465,-90.07507,America/Chicago,362701
Keelung,Keelung,TW,25.13089,121.74094,Asia/Taipei,362487
Malmö,Malmoe,SE,55.60587,13.00073,Europe/Stockholm,362133
Jizhou,Jizhou,CN,37.55054,115.56871,Asia/Shanghai,362013
Manukau City,Manukau City,NZ,-36.99282,174.87986,Pacific/Auckland,362000
Blumenau,Blumenau,BR,-26.91944,-49.06611,America/Sao_Paulo,361855
Maradi,Maradi,NE,13.5,7.10174,Africa/Niamey,361702
Ataşehir,Atasehir,TR,40.9833,29.1167,Europe/Istanbul,361615
Nanqiao,Nanqiao,CN,30.91611,121.44944,Asia/Shanghai,361185
Hrodna,Hrodna,BY,53.6758,23.82887,Europe/Minsk,361115
Wuppertal,Wuppertal,DE,51.25627,7.14816,Europe/Berlin,360797
Sukabumi,Sukabumi,ID,-6.91806,106.92667,Asia/Jakarta,360644
Ulan-Ude,Ulan-Ude,RU,51.82648,107.59979,Asia/Irkutsk,360278
Huocheng,Huocheng,CN,44.05305,80.87173,Asia/Urumqi,360000
Ijebu Ode,Ijebu Ode,NG,6.81944,3.91731,Africa/Lagos,360000
Maseru,Maseru,LS,-29.31667,27.48333,Africa/Maseru,359753
Bhilwara,Bhilwara,IN,25.34707,74.64081,Asia/Kolkata,359483
Aurora,Aurora,US,39.72943,-104.83192,America/Denver,359407
Sumqayıt,Sumqayit,AZ,40.58972,49.66861,Asia/Baku,358675
Franca,Franca,BR,-20.53861,-47.40083,America/Sao_Paulo,358539
Vitebsk,Vitebsk,BY,55.1904,30.2049,Europe/Minsk,358395
Taraz,Taraz,KZ,42.89799,71.37334,Asia/Almaty,358153
Yangsan,Yangsan,KR,35.34199,129.03358,Asia/Seoul,358074
Dniprovskyi,Dniprovskyi,UA,50.45366,30.60146,Europe/Kyiv,357900
San Jose del Monte,San Jose del Monte,PH,14.81389,121.04528,Asia/Manila,357828
Abū al-Kahṣīb,Abu al-Kahsib,IQ,30.4431,47.87802,Asia/Baghdad,357771
Gwangmyeong,Gwangmyeong,KR,37.47722,126.86639,Asia/Seoul,357545
Zanjan,Zanjan,IR,36.67642,48.49628,Asia/Tehran,357471
Neiva,Neiva,CO,2.93001,-75.27973,America/Bogota,357392
Iwaki,Iwaki,JP,37.05,140.88333,Asia/Tokyo,357309
Vladimir,Vladimir,RU,56.13854,40.39976,Europe/Moscow,357024
Tete,Tete,MZ,-16.15639,33.58667,Africa/Maputo,357000
Bacoor,Bacoor,PH,14.45896,120.93851,Asia/Manila,356974
Wakayama,Wakayama,JP,34.23333,135.16667,Asia/Tokyo,356729
Brahmapur,Brahmapur,IN,19.31151,84.7929,Asia/Kolkata,356598
Fengshan,Fengshan,TW,22.62659,120.36126,Asia/Taipei,356463
Caucaia,Caucaia,BR,-3.73611,-38.65306,America/Fortaleza,355679
Misratah,Misratah,LY,32.37535,15.09254,Africa/Tripoli,355657
Cuíto,Cuito,AO,-12.38333,16.93333,Africa/Luanda,355423
Benito Juarez,Benito Juarez,MX,19.3984,-99.15766,America/Mexico_City,355017
Kyzylorda,Kyzylorda,KZ,44.85278,65.50917,Asia/Qyzylorda,354800
Kawagoe,Kawagoe,JP,35.90861,139.48528,Asia/Tokyo,354571
Takatsuki,Takatsuki,JP,34.84833,135.61678,Asia/Tokyo,354468
Muzaffarpur,Muzaffarpur,IN,26.12259,85.39055,Asia/Kolkata,354462
Tapachula,Tapachula,MX,14.90541,-92.25891,America/Merida,353706
Lhoka,Lhoka,CN,29.24301,91.77239,Asia/Shanghai,353700
Villahermosa,Villahermosa,MX,17.98625,-92.93928,America/Merida,353577
Cariacica,Cariacica,BR,-20.26389,-40.42,America/Sao_Paulo,353491
Setapak,Setapak,MY,3.207,101.727,Asia/Kuala_Lumpur,353268
Mahilyow,Mahilyow,BY,53.90876,30.34044,Europe/Minsk,353110
Bandar Abbas,Bandar Abbas,IR,27.1865,56.2808,Asia/Tehran,352173
Pravyi Bereh,Pravyi Bereh,UA,47.11498,37.58519,Europe/Kyiv,352088
Yunusobod,Yunusobod,UZ,41.37139,69.27944,Asia/Tashkent,352000
Ras Al Khaimah,Ras Al Khaimah,AE,25.78953,55.9432,Asia/Dubai,351943
Cabimas,Cabimas,VE,10.39907,-71.45206,America/Caracas,351736
Honolulu,Honolulu,US,21.30694,-157.85833,Pacific/Honolulu,350964
Anaheim,Anaheim,US,33.83529,-117.9145,America/Los_Angeles,350742
Tarsus,Tarsus,TR,36.91766,34.89277,Europe/Istanbul,350732
Pengze,Pengze,CN,29.89885,116.54572,Asia/Shanghai,350000
Bahir Dar,Bahir Dar,ET,11.59364,37.39077,Africa/Addis_Ababa,350000
Punāsa,Punasa,IN,22.23507,76.39335,Asia/Kolkata,350000
Al Maḩmūdīyah,Al Mahmudiyah,IQ,33.06221,44.36564,Asia/Baghdad,350000
Diepsloot,Diepsloot,ZA,-25.93312,28.01213,Africa/Johannesburg,350000
Xilinhot,Xilinhot,CN,43.93889,116.07021,Asia/Shanghai,349953
Praia Grande,Praia Grande,BR,-24.00583,-46.40278,America/Sao_Paulo,349935
Quelimane,Quelimane,MZ,-17.87861,36.88833,Africa/Maputo,349842
Arkhangel’sk,Arkhangel'sk,RU,64.5461,40.55183,Europe/Moscow,349742
Muzaffarnagar,Muzaffarnagar,IN,29.47091,77.70332,Asia/Kolkata,349706
Hulunbuir,Hulunbuir,CN,49.21141,119.75582,Asia/Shanghai,349400
Shinjuku,Shinjuku,JP,35.69115,139.70854,Asia/Tokyo,349385
Sikasso,Sikasso,ML,11.31755,-5.66654,Africa/Bamako,349324
Sanandaj,Sanandaj,IR,35.31495,46.99883,Asia/Tehran,349176
Chita,Chita,RU,52.04311,113.49171,Asia/Chita,349005
San Pedro,San Pedro,PH,14.3595,121.0473,Asia/Manila,348968
Campina Grande,Campina Grande,BR,-7.23056,-35.88111,America/Fortaleza,348936
Alicante,Alicante,ES,38.34517,-0.48149,Europe/Madrid,348901
Bimbo,Bimbo,CF,4.25671,18.41583,Africa/Bangui,348802
Kalemyo,Kalemyo,MM,23.19014,94.06405,Asia/Yangon,348573
Belfast,Belfast,GB,54.59682,-5.92541,Europe/London,348005
Long Bien,Long Bien,VN,21.03333,105.9,Asia/Bangkok,347829
Camagüey,Camagueey,CU,21.38083,-77.91694,America/Havana,347562
Daye,Daye,CN,30.08333,114.95,Asia/Shanghai,347406
Bilbao,Bilbao,ES,43.26271,-2.92528,Europe/Madrid,347342
Ambon,Ambon,ID,-3.69583,128.18333,Asia/Jayapura,347288
Chifeng,Chifeng,CN,42.26833,118.96361,Asia/Shanghai,346654
Central Coast,Central Coast,AU,-33.42979,151.37144,Australia/Sydney,346596
Sunshine Coast,Sunshine Coast,AU,-26.65682,153.07955,Australia/Brisbane,346522
Corrientes,Corrientes,AR,-27.46784,-58.8344,America/Argentina/Cordoba,346334
Hŭngnam,Hungnam,KP,39.84198,127.63206,Asia/Pyongyang,346082
Avadi,Avadi,IN,13.1147,80.10981,Asia/Kolkata,345996
Astana,Astana,KZ,51.1801,71.44598,Asia/Almaty,345604
Yunlong,Yunlong,CN,34.25281,117.25167,Asia/Shanghai,345393
Koshigaya,Koshigaya,JP,35.89035,139.78916,Asia/Tokyo,345353
Coventry,Coventry,GB,52.40656,-1.51217,Europe/London,345324
Belgorod,Belgorod,RU,50.60343,36.58091,Europe/Moscow,345289
Kendari,Kendari,ID,-3.9778,122.51507,Asia/Makassar,345107
Toamasina,Toamasina,MG,-18.1492,49.40234,Indian/Antananarivo,345107
Logan City,Logan City,AU,-27.63917,153.10944,Australia/Brisbane,345098
Ōtsu,Otsu,JP,35,135.86667,Asia/Tokyo,345070
Kosti,Kosti,SD,13.1629,32.66347,Africa/Khartoum,345068
Qitaihe,Qitaihe,CN,45.768,130.9953,Asia/Shanghai,345033
Doha,Doha,QA,25.28545,51.53096,Asia/Qatar,344939
Kadapa,Kadapa,IN,14.47995,78.82346,Asia/Kolkata,344893
Nakano,Nakano,JP,35.70449,139.66946,Asia/Tokyo,344880
Turmero,Turmero,VE,10.22856,-67.47421,America/Caracas,344700
Brest,Brest,BY,52.10894,23.71749,Europe/Minsk,344470
Tokorozawa,Tokorozawa,JP,35.79916,139.46903,Asia/Tokyo,344194
Cabanatuan City,Cabanatuan City,PH,15.48586,120.96648,Asia/Manila,343672
Pizhou,Pizhou,CN,34.31139,117.95028,Asia/Shanghai,343421
Darnytsya,Darnytsya,UA,50.41596,30.69534,Europe/Kyiv,343384
Dire Dawa,Dire Dawa,ET,9.59306,41.86611,Africa/Addis_Ababa,343000
Annaba,Annaba,DZ,36.9,7.76667,Africa/Algiers,342703
Nice,Nice,FR,43.70313,7.26608,Europe/Paris,342669
Iligan,Iligan,PH,8.2289,124.24344,Asia/Manila,342618
Soledad,Soledad,CO,10.91843,-74.76459,America/Bogota,342556
Temara,Temara,MA,33.92866,-6.90656,Africa/Casablanca,342345
Shiqi,Shiqi,CN,22.51682,113.38521,Asia/Shanghai,342306
Paulista,Paulista,BR,-7.94083,-34.87306,America/Recife,342167
Obalende,Obalende,NG,6.44694,3.41528,Africa/Lagos,342000
Cirebon,Cirebon,ID,-6.7063,108.557,Asia/Jakarta,341980
Kukatpally,Kukatpally,IN,17.48486,78.41376,Asia/Kolkata,341709
Laixi,Laixi,CN,36.85917,120.52694,Asia/Shanghai,341470
Jhang Sadr,Jhang Sadr,PK,31.26981,72.31687,Asia/Karachi,341210
Dihok,Dihok,IQ,36.86608,42.9879,Asia/Baghdad,340900
Kaluga,Kaluga,RU,54.53063,36.27,Europe/Moscow,340851
Bắc Từ Liêm,Bac Tu Liem,VN,21.06532,105.74661,Asia/Ho_Chi_Minh,340605
Svyatoshyn,Svyatoshyn,UA,50.46341,30.34612,Europe/Kyiv,340399
Celaya,Celaya,MX,20.52181,-100.81399,America/Mexico_City,340387
Serekunda,Serekunda,GM,13.43833,-16.67806,Africa/Banjul,340000
Kafrul,Kafrul,BD,23.78822,90.37359,Asia/Dhaka,339734
Karşıyaka,Karsiyaka,TR,38.45772,27.1142,Europe/Istanbul,339624
Ḩadā’iq al Qubbah,Hada'iq al Qubbah,EG,30.08843,31.28351,Africa/Cairo,339612
Makiyivka,Makiyivka,UA,48.04782,37.92576,Europe/Kyiv,338968
West Raleigh,West Raleigh,US,35.78682,-78.66389,America/New_York,338759
Cuernavaca,Cuernavaca,MX,18.9261,-99.23075,America/Mexico_City,338650
Markham,Markham,CA,43.86682,-79.2663,America/Toronto,338503
Kaesŏng,Kaesong,KP,37.97083,126.55444,Asia/Pyongyang,338155
Uberaba,Uberaba,BR,-19.74833,-47.93194,America/Sao_Paulo,337836
Tungi,Tungi,BD,23.89154,90.40232,Asia/Dhaka,337579
Krasnogvargeisky,Krasnogvargeisky,RU,59.97305,30.47607,Europe/Moscow,337091
Randburg,Randburg,ZA,-26.0941,28.00123,Africa/Johannesburg,337053
Safi,Safi,MA,32.29939,-9.23718,Africa/Casablanca,336883
Simferopol,Simferopol,UA,44.95719,34.11079,Europe/Simferopol,336460
Lublin,Lublin,PL,51.25058,22.57009,Europe/Warsaw,336339
Ganja,Ganja,AZ,40.68157,46.36134,Asia/Baku,335600
San José,San Jose,CR,9.93388,-84.08489,America/Costa_Rica,335007
Orlando,Orlando,US,28.53834,-81.37924,America/New_York,334854
Viña del Mar,Vina del Mar,CL,-33.02457,-71.55183,America/Santiago,334248
Tieling,Tieling,CN,42.29306,123.84139,Asia/Shanghai,333907
Qazvin,Qazvin,IR,36.26877,50.0041,Asia/Tehran,333635
Asahikawa,Asahikawa,JP,43.77063,142.36489,Asia/Tokyo,333530
Kāmārhāti,Kamarhati,IN,22.67111,88.37472,Asia/Kolkata,332965
Tepic,Tepic,MX,21.50733,-104.89332,America/Mazatlan,332863
Wŏnju,Wonju,KR,37.35139,127.94528,Asia/Seoul,332849
Wad Medani,Wad Medani,SD,14.40118,33.51989,Africa/Khartoum,332714
Quận Mười Một,Quan Muoi Mot,VN,10.76383,106.64355,Asia/Ho_Chi_Minh,332536
Nukus,Nukus,UZ,42.45861,59.60576,Asia/Samarkand,332500
Konak,Konak,TR,38.4,27.1,Europe/Istanbul,332277
Maebashi,Maebashi,JP,36.4,139.08333,Asia/Tokyo,332149
Kita,Kita,JP,35.75264,139.73348,Asia/Tokyo,332140
Ciudad Victoria,Ciudad Victoria,MX,23.74061,-99.14364,America/Monterrey,332100
Soledad de Graciano Sánchez,Soledad de Graciano Sanchez,MX,22.18912,-100.93792,America/Mexico_City,332072
Kochi,Kochi,JP,33.55,133.53333,Asia/Tokyo,332059
Bielefeld,Bielefeld,DE,52.03333,8.53333,Europe/Berlin,331906
Dumai,Dumai,ID,1.66711,101.44316,Asia/Jakarta,331832
Blida,Blida,DZ,36.47004,2.8277,Africa/Algiers,331779
Kwai Chung,Kwai Chung,HK,22.36828,114.13877,Asia/Hong_Kong,331600
Mandaue City,Mandaue City,PH,10.32361,123.92222,Asia/Manila,331320
Khorramshahr,Khorramshahr,IR,30.44079,48.18428,Asia/Tehran,330606
Bonn,Bonn,DE,50.73438,7.09549,Europe/Berlin,330579
Mathura,Mathura,IN,27.5035,77.67215,Asia/Kolkata,330511
Hechi,Hechi,CN,24.69285,108.08376,Asia/Shanghai,330131
Bydgoszcz,Bydgoszcz,PL,53.1235,18.00762,Europe/Warsaw,330038
Smolensk,Smolensk,RU,54.77826,32.05088,Europe/Moscow,330025
Oral,Oral,KZ,51.24601,51.42558,Asia/Oral,330000
São Vicente,Sao Vicente,BR,-23.96306,-46.39194,America/Sao_Paulo,329911
Khorramabad,Khorramabad,IR,33.48778,48.35583,Asia/Tehran,329825
Ribeirão das Neves,Ribeirao das Neves,BR,-19.76694,-44.08667,America/Sao_Paulo,329794
Soyapango,Soyapango,SV,13.71024,-89.13989,America/El_Salvador,329708
Tongshan,Tongshan,CN,34.18045,117.15707,Asia/Shanghai,329661
Guédiawaye,Guediawaye,SN,14.77446,-17.40212,Africa/Dakar,329659
São José dos Pinhais,Sao Jose dos Pinhais,BR,-25.5302,-49.20836,America/Sao_Paulo,329628
Plovdiv,Plovdiv,BG,42.15387,24.75001,Europe/Sofia,329489
Ciudad Obregón,Ciudad Obregon,MX,27.48642,-109.94079,America/Hermosillo,329404
Wŏnsan,Wonsan,KP,39.15278,127.44361,Asia/Pyongyang,329207
Brent,Brent,GB,51.55306,-0.3023,Europe/London,329100
Pavlodar,Pavlodar,KZ,52.27601,76.96881,Asia/Almaty,329002
Chānda,Chanda,IN,19.95076,79.29523,Asia/Kolkata,328351
Canoas,Canoas,BR,-29.91778,-51.18361,America/Sao_Paulo,328291
Kōriyama,Koriyama,JP,37.4,140.38333,Asia/Tokyo,327692
Sochi,Sochi,RU,43.59699,39.72477,Europe/Moscow,327608
Aksaray,Aksaray,TR,38.37255,34.02537,Europe/Istanbul,327575
Vijayapura,Vijayapura,IN,16.82442,75.71537,Asia/Kolkata,327427
Chipata,Chipata,ZM,-13.63333,32.65,Africa/Lusaka,327059
Chongjin,Chongjin,KP,41.79556,129.77583,Asia/Pyongyang,327000
Yanji,Yanji,CN,42.88825,129.50241,Asia/Shanghai,326957
Roodepoort,Roodepoort,ZA,-26.1625,27.8725,Africa/Johannesburg,326416
Pucallpa,Pucallpa,PE,-8.37915,-74.55387,America/Lima,326040
Mogi das Cruzes,Mogi das Cruzes,BR,-23.52278,-46.18833,America/Sao_Paulo,325746
Córdoba,Cordoba,ES,37.89155,-4.77275,Europe/Madrid,325708
Birkenhead,Birkenhead,GB,53.39337,-3.01479,Europe/London,325264
Nantes,Nantes,FR,47.21725,-1.55336,Europe/Paris,325070
Ilesa,Ilesa,NG,7.62789,4.74161,Africa/Lagos,325000
Bhatara,Bhatara,BD,23.8,90.45,Asia/Dhaka,324300
Espoo,Espoo,FI,60.2052,24.6522,Europe/Helsinki,323910
Kikuyu,Kikuyu,KE,-1.24627,36.66291,Africa/Nairobi,323881
Kluang,Kluang,MY,2.03046,103.31689,Asia/Kuala_Lumpur,323762
Lincang,Lincang,CN,23.87972,100.09455,Asia/Shanghai,323708
Nottingham,Nottingham,GB,52.9536,-1.15047,Europe/London,323632
Ramiros,Ramiros,AO,-9.06259,13.0456,Africa/Luanda,323576
Al ‘Amārah,Al 'Amarah,IQ,31.83561,47.14483,Asia/Baghdad,323302
Volzhsky,Volzhsky,RU,48.78583,44.77973,Europe/Volgograd,323293
Vaughan,Vaughan,CA,43.8361,-79.49827,America/Toronto,323103
Xingyi,Xingyi,CN,25.09617,104.90639,Asia/Shanghai,322890
Guarujá,Guaruja,BR,-23.99306,-46.25639,America/Sao_Paulo,322750
Shivamogga,Shivamogga,IN,13.93157,75.56791,Asia/Kolkata,322650
Alwar,Alwar,IN,27.56246,76.625,Asia/Kolkata,322568
Uíge,Uige,AO,-7.60874,15.06131,Africa/Luanda,322531
Ixtapaluca,Ixtapaluca,MX,19.31556,-98.88284,America/Mexico_City,322271
Osh,Osh,KG,40.52828,72.7985,Asia/Bishkek,322164
Portoviejo,Portoviejo,EC,-1.05764,-80.45145,America/Guayaquil,321800
Villavicencio,Villavicencio,CO,4.13238,-73.62564,America/Bogota,321717
Man’gyŏngdae-ri,Man'gyongdae-ri,KP,38.99182,125.65871,Asia/Pyongyang,321690
San Miguelito,San Miguelito,PA,9.05032,-79.47068,America/Panama,321501
Pelotas,Pelotas,BR,-31.76997,-52.34101,America/Sao_Paulo,320674
Shāhjānpur,Shahjanpur,IN,27.88165,79.90918,Asia/Kolkata,320434
Lexington,Lexington,US,37.98869,-84.47772,America/New_York,320347
Tantou,Tantou,CN,22.75121,113.83496,Asia/Shanghai,320304
Anápolis,Anapolis,BR,-16.32667,-48.95278,America/Sao_Paulo,319587
Kaech’ŏn,Kaech'on,KP,39.70056,125.89333,Asia/Pyongyang,319554
Jūnāgadh,Junagadh,IN,21.51966,70.45981,Asia/Kolkata,319462
Islington,Islington,GB,51.53622,-0.10304,Europe/London,319143
Holguín,Holguin,CU,20.88722,-76.26306,America/Havana,319102
Ust-Kamenogorsk,Ust-Kamenogorsk,KZ,49.97143,82.60586,Asia/Almaty,319067
Tsuen Wan,Tsuen Wan,HK,22.37137,114.11329,Asia/Hong_Kong,318916
Zinder,Zinder,NE,13.80716,8.9881,Africa/Niamey,318874
Saransk,Saransk,RU,54.18485,45.17166,Europe/Moscow,318841
Al Diwaniyah,Al Diwaniyah,IQ,31.99289,44.92552,Asia/Baghdad,318801
Varna,Varna,BG,43.21912,27.91024,Europe/Sofia,318737
Hafizabad,Hafizabad,PK,32.07095,73.68802,Asia/Karachi,318621
Marne La Vallée,Marne La Vallee,FR,48.83584,2.64241,Europe/Paris,318325
Damanhur,Damanhur,EG,31.03408,30.46823,Africa/Cairo,318207
Chiniot,Chiniot,PK,31.72091,72.97836,Asia/Karachi,318165
Popayán,Popayan,CO,2.43823,-76.61316,America/Bogota,318059
Reading,Reading,GB,51.45625,-0.97113,Europe/London,318014
Geita,Geita,TZ,-2.8725,32.2325,Africa/Dar_es_Salaam,318006
Taubaté,Taubate,BR,-23.02639,-45.55528,America/Sao_Paulo,317915
Constanţa,Constanta,RO,44.18073,28.63432,Europe/Bucharest,317832
New Delhi,New Delhi,IN,28.62137,77.2148,Asia/Kolkata,317797
Thessaloníki,Thessaloniki,GR,40.64072,22.93493,Europe/Athens,317778
Thiès,Thies,SN,14.78944,-16.92602,Africa/Dakar,317763
Naha,Naha,JP,26.213,127.67851,Asia/Tokyo,317625
Pekalongan,Pekalongan,ID,-6.8886,109.6753,Asia/Jakarta,317524
Obolon,Obolon,UA,50.5132,30.5055,Europe/Kyiv,317300
Riverside,Riverside,US,33.95335,-117.39616,America/Los_Angeles,317261
Baicheng,Baicheng,CN,45.61751,122.83302,Asia/Shanghai,316970
Chimbote,Chimbote,PE,-9.07508,-78.59373,America/Lima,316966
Bari,Bari,IT,41.12066,16.86982,Europe/Rome,316491
Barueri,Barueri,BR,-23.51056,-46.87611,America/Sao_Paulo,316473
Corpus Christi,Corpus Christi,US,27.80058,-97.39638,America/Chicago,316239
Thrissur,Thrissur,IN,10.51667,76.21667,Asia/Kolkata,315957
Cherepovets,Cherepovets,RU,59.13333,37.9,Europe/Moscow,315738
Eloy Alfaro,Eloy Alfaro,EC,-2.16919,-79.83987,America/Guayaquil,315724
Hamburg-Nord,Hamburg-Nord,DE,53.58935,9.984,Europe/Berlin,315514
Al-Kut,Al-Kut,IQ,32.5128,45.81817,Asia/Baghdad,315162
Muar,Muar,MY,2.0442,102.5689,Asia/Kuala_Lumpur,314776
Şişli,Sisli,TR,41.06046,28.98717,Europe/Istanbul,314684
Várzea Grande,Varzea Grande,BR,-15.64667,-56.1325,America/Cuiaba,314627
Lexington-Fayette,Lexington-Fayette,US,38.0498,-84.45855,America/New_York,314488
Maroua,Maroua,CM,10.59095,14.31593,Africa/Douala,314122
Kingston upon Hull,Kingston upon Hull,GB,53.7446,-0.33525,Europe/London,314018
Preston,Preston,GB,53.76282,-2.70452,Europe/London,313332
Lianshan,Lianshan,CN,40.76432,120.85327,Asia/Shanghai,313247
Denizli,Denizli,TR,37.77417,29.0875,Europe/Istanbul,313238
Ikeja,Ikeja,NG,6.59651,3.34205,Africa/Lagos,313196
New Cairo,New Cairo,EG,30.03,31.47,Africa/Cairo,313139
Al Qāhirah al Jadīdah,Al Qahirah al Jadidah,EG,30.04214,31.44446,Africa/Cairo,313139
Vitória,Vitoria,BR,-20.31944,-40.33778,America/Sao_Paulo,312656
Palmira,Palmira,CO,3.53944,-76.30361,America/Bogota,312519
Vologda,Vologda,RU,59.2239,39.88398,Europe/Moscow,312420
Iligan City,Iligan City,PH,8.25,124.4,Asia/Manila,312323
Maringá,Maringa,BR,-23.42528,-51.93861,America/Sao_Paulo,311724
Catania,Catania,IT,37.49223,15.07041,Europe/Rome,311584
Jardim Angela,Jardim Angela,BR,-23.71636,-46.76872,America/Sao_Paulo,311432
Nizāmābād,Nizamabad,IN,18.67154,78.0988,Asia/Kolkata,311152
Cincinnati,Cincinnati,US,39.12711,-84.51439,America/New_York,311097
Percut,Percut,ID,3.6253,98.864,Asia/Jakarta,311063
Coatzacoalcos,Coatzacoalcos,MX,18.14905,-94.4447,America/Mexico_City,310698
Santa Ana,Santa Ana,US,33.74557,-117.86783,America/Los_Angeles,310227
Sariwŏn-si,Sariwon-si,KP,38.50722,125.75583,Asia/Pyongyang,310100
Botshabelo,Botshabelo,ZA,-29.26737,26.72595,Africa/Johannesburg,309714
Butuan,Butuan,PH,8.94917,125.54361,Asia/Manila,309709
Shahrīār,Shahriar,IR,35.65884,51.05775,Asia/Tehran,309607
Qods,Qods,IR,35.7214,51.109,Asia/Tehran,309605
Gia Lâm,Gia Lam,VN,21.02,105.939,Asia/Bangkok,309353
Kurgan,Kurgan,RU,55.44905,65.34344,Asia/Yekaterinburg,309285
Tampico,Tampico,MX,22.28519,-97.87777,America/Monterrey,309003
Akowonjo,Akowonjo,NG,6.61012,3.30968,Africa/Lagos,308900
Cabuyao,Cabuyao,PH,14.2726,121.1262,Asia/Manila,308745
Tabora,Tabora,TZ,-5.01622,32.82663,Africa/Dar_es_Salaam,308741
Kasugai,Kasugai,JP,35.24762,136.97229,Asia/Tokyo,308681
An Nhơn,An Nhon,VN,13.88579,109.10823,Asia/Ho_Chi_Minh,308396
Alimosho,Alimosho,NG,6.60656,3.30235,Africa/Lagos,308290
Ciudad Benito Juárez,Ciudad Benito Juarez,MX,25.64724,-100.09582,America/Monterrey,308285
Münster,Muenster,DE,51.96236,7.62571,Europe/Berlin,308258
Mannheim,Mannheim,DE,49.4891,8.46694,Europe/Berlin,307960
Karawang,Karawang,ID,-6.30525,107.3197,Asia/Jakarta,307880
Akita,Akita,JP,39.71667,140.11667,Asia/Tokyo,307672
Suzano,Suzano,BR,-23.5425,-46.31083,America/Sao_Paulo,307429
Tumkūr,Tumkur,IN,13.34136,77.1022,Asia/Kolkata,307359
Chinju,Chinju,KR,35.19278,128.08472,Asia/Seoul,307242
Parbhani,Parbhani,IN,19.26855,76.77081,Asia/Kolkata,307170
Hisar,Hisar,IN,29.15394,75.72294,Asia/Kolkata,307024
Iksan,Iksan,KR,35.94389,126.95444,Asia/Seoul,307000
Fīrozābād,Firozabad,IN,27.15092,78.39781,Asia/Kolkata,306409
Palmas,Palmas,BR,-10.16745,-48.32766,America/Araguaina,306296
Vladikavkaz,Vladikavkaz,RU,43.04101,44.66986,Europe/Moscow,306258
Port-de-Paix,Port-de-Paix,HT,19.93984,-72.83037,America/Port-au-Prince,306217
Damietta,Damietta,EG,31.41648,31.81332,Africa/Cairo,305920
Posadas,Posadas,AR,-27.39184,-55.92379,America/Argentina/Cordoba,305874
Brakpan,Brakpan,ZA,-26.23656,28.36938,Africa/Johannesburg,305692
Stockton,Stockton,US,37.9577,-121.29078,America/Los_Angeles,305658
Yokkaichi,Yokkaichi,JP,34.96667,136.61667,Asia/Tokyo,305424
Kulti,Kulti,IN,23.73166,86.84372,Asia/Kolkata,305405
Tláhuac,Tlahuac,MX,19.28689,-99.00507,America/Mexico_City,305076
Sapele,Sapele,NG,5.89405,5.67666,Africa/Lagos,305000
Pittsburgh,Pittsburgh,US,40.44062,-79.99589,America/New_York,304391
Armenia,Armenia,CO,4.53656,-75.67263,America/Bogota,304314
Santa Catarina,Santa Catarina,MX,25.67325,-100.45813,America/Monterrey,304052
Sumbawanga,Sumbawanga,TZ,-7.96667,31.61667,Africa/Dar_es_Salaam,303986
Orël,Orel,RU,52.96879,36.0791,Europe/Moscow,303696
Akashi,Akashi,JP,34.65524,135.00687,Asia/Tokyo,303601
Hai Bà Trưng,Hai Ba Trung,VN,21.01341,105.84772,Asia/Bangkok,303586
Kurume,Kurume,JP,33.31667,130.51667,Asia/Tokyo,303579
Graz,Graz,AT,47.06733,15.44197,Europe/Vienna,303270
Saint Paul,Saint Paul,US,44.94441,-93.09327,America/Chicago,303176
Nghi Sơn,Nghi Son,VN,19.32746,105.82145,Asia/Bangkok,302210
Karnāl,Karnal,IN,29.69197,76.98448,Asia/Kolkata,302140
Changyi,Changyi,CN,36.85361,119.39083,Asia/Shanghai,302072
Ciudad del Este,Ciudad del Este,PY,-25.5036,-54.65067,America/Asuncion,301815
Rosetta,Rosetta,EG,31.39951,30.41718,Africa/Cairo,301795
Barddhamān,Barddhaman,IN,23.25572,87.85691,Asia/Kolkata,301725
Toshima,Toshima,JP,35.76126,139.74491,Asia/Tokyo,301599
Solwezi,Solwezi,ZM,-12.1688,26.38938,Africa/Lusaka,301370
Hamburg-Mitte,Hamburg-Mitte,DE,53.55,10.01667,Europe/Berlin,301231
